Sentence,Sentiment,Tokens
Alma Media s net sales in 2009 totalled MEUR 3078 with an operating margin of 135 per cent ,neutral,"['Alma', 'Media', 's', 'net', 'sales', 'in', '2009', 'totalled', 'MEUR', '3078', 'with', 'an', 'operating', 'margin', 'of', '135', 'per', 'cent']"
In the building and home improvement trade  net sales totalled EUR 1173 mn  down from EUR 1566 mn a year earlier ,neutral,"['In', 'the', 'building', 'and', 'home', 'improvement', 'trade', 'net', 'sales', 'totalled', 'EUR', '1173', 'mn', 'down', 'from', 'EUR', '1566', 'mn', 'a', 'year', 'earlier']"
EQT has completed its exit from Salcomp  a Finnish company that makes mobile phone chargers  by selling its remaining stake to Swedish investment group Nordstjernan for about  EURO  35 million   47 million  ,neutral,"['EQT', 'has', 'completed', 'its', 'exit', 'from', 'Salcomp', 'a', 'Finnish', 'company', 'that', 'makes', 'mobile', 'phone', 'chargers', 'by', 'selling', 'its', 'remaining', 'stake', 'to', 'Swedish', 'investment', 'group', 'Nordstjernan', 'for', 'about', 'EURO', '35', 'million', '47', 'million']"
The new company will likely hold an IPO on the NYSE or another international stock exchange  according to Altimo which manages the Alfa Group s telecommunications assets and TeliaSonera s agreement  which has been published on the website of the US Securities and Exchange Commission ,neutral,"['The', 'new', 'company', 'will', 'likely', 'hold', 'an', 'IPO', 'on', 'the', 'NYSE', 'or', 'another', 'international', 'stock', 'exchange', 'according', 'to', 'Altimo', 'which', 'manages', 'the', 'Alfa', 'Group', 's', 'telecommunications', 'assets', 'and', 'TeliaSonera', 's', 'agreement', 'which', 'has', 'been', 'published', 'on', 'the', 'website', 'of', 'the', 'US', 'Securities', 'and', 'Exchange', 'Commission']"
OUTOTEC OYJ PRESS RELEASE  FEBRUARY 19  2008 AT 1100 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda  Brazil and from Cumerio Med JSCo  Bulgaria ,positive,"['OUTOTEC', 'OYJ', 'PRESS', 'RELEASE', 'FEBRUARY', '19', '2008', 'AT', '1100', 'AM', 'Outotec', 'has', 'won', 'two', 'large', 'minerals', 'processing', 'technology', 'orders', 'from', 'Mirabela', 'Mineracao', 'do', 'Brasil', 'Ltda', 'Brazil', 'and', 'from', 'Cumerio', 'Med', 'JSCo', 'Bulgaria']"
The evidentiary hearing in the Investigation is scheduled for April 21  May 1  2008 ,neutral,"['The', 'evidentiary', 'hearing', 'in', 'the', 'Investigation', 'is', 'scheduled', 'for', 'April', '21', 'May', '1', '2008']"
Part of the reductions will be made through retirement arrangements ,neutral,"['Part', 'of', 'the', 'reductions', 'will', 'be', 'made', 'through', 'retirement', 'arrangements']"
Rio Tinto CEO says iron ore market at equilibrium,neutral,"['Rio', 'Tinto', 'CEO', 'says', 'iron', 'ore', 'market', 'at', 'equilibrium']"
The company website is wwwahlstromcom ,neutral,"['The', 'company', 'website', 'is', 'wwwahlstromcom']"
After the acquisition  Basware s preliminary pro forma net sales for 2005 amount to EUR 526 mn  and preliminary pro forma operating profit amounts to EUR 71 mn ,neutral,"['After', 'the', 'acquisition', 'Basware', 's', 'preliminary', 'pro', 'forma', 'net', 'sales', 'for', '2005', 'amount', 'to', 'EUR', '526', 'mn', 'and', 'preliminary', 'pro', 'forma', 'operating', 'profit', 'amounts', 'to', 'EUR', '71', 'mn']"
A replay will be available until 27 October 2006 in the following numbers  US callers  1 6178016888  nonUS callers  44 20 7365 8427  access code  2659 5401 ,neutral,"['A', 'replay', 'will', 'be', 'available', 'until', '27', 'October', '2006', 'in', 'the', 'following', 'numbers', 'US', 'callers', '1', '6178016888', 'nonUS', 'callers', '44', '20', '7365', '8427', 'access', 'code', '2659', '5401']"
The value of the threeyear contract is estimated at EUR40m ,neutral,"['The', 'value', 'of', 'the', 'threeyear', 'contract', 'is', 'estimated', 'at', 'EUR40m']"
Intuitiv CLNE gasoline prices spike in California httpstkscot1bOi,positive,"['Intuitiv', 'CLNE', 'gasoline', 'prices', 'spike', 'in', 'California', 'httpstkscot1bOi']"
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period ,negative,"['Pretax', 'loss', 'totaled', 'EUR', '117mn', 'compared', 'to', 'a', 'loss', 'of', 'EUR', '65mn', 'in', 'the', 'corresponding', 'period']"
The Stena Poseidon is a socalled Panamax tanker  designed to be able to pass through the narrow passages in the Panama Canal s locks ,neutral,"['The', 'Stena', 'Poseidon', 'is', 'a', 'socalled', 'Panamax', 'tanker', 'designed', 'to', 'be', 'able', 'to', 'pass', 'through', 'the', 'narrow', 'passages', 'in', 'the', 'Panama', 'Canal', 's', 'locks']"
Small investors have voiced fears that the shares will end up with risk investors ,neutral,"['Small', 'investors', 'have', 'voiced', 'fears', 'that', 'the', 'shares', 'will', 'end', 'up', 'with', 'risk', 'investors']"
The contract also includes installation work in a new multistorey carpark for close on 1000 vehicles ,neutral,"['The', 'contract', 'also', 'includes', 'installation', 'work', 'in', 'a', 'new', 'multistorey', 'carpark', 'for', 'close', 'on', '1000', 'vehicles']"
The company said that its comparable operating profit for the JanuaryJune period fell short of last year s corresponding performance ,neutral,"['The', 'company', 'said', 'that', 'its', 'comparable', 'operating', 'profit', 'for', 'the', 'JanuaryJune', 'period', 'fell', 'short', 'of', 'last', 'year', 's', 'corresponding', 'performance']"
 Several growth initiatives in the chosen geographic areas are already ongoing   it continued  noting Lindex opened its first store in the Czech Republic this autumn in Brno ,positive,"['Several', 'growth', 'initiatives', 'in', 'the', 'chosen', 'geographic', 'areas', 'are', 'already', 'ongoing', 'it', 'continued', 'noting', 'Lindex', 'opened', 'its', 'first', 'store', 'in', 'the', 'Czech', 'Republic', 'this', 'autumn', 'in', 'Brno']"
The deal includes the entire personnel of PlanMill Oy  who will transfer to the new company as socalled old employees ,neutral,"['The', 'deal', 'includes', 'the', 'entire', 'personnel', 'of', 'PlanMill', 'Oy', 'who', 'will', 'transfer', 'to', 'the', 'new', 'company', 'as', 'socalled', 'old', 'employees']"
Kiosk and cinema operations have suffered  in particular ,negative,"['Kiosk', 'and', 'cinema', 'operations', 'have', 'suffered', 'in', 'particular']"
Besides  as there is no depositor preference in Finland  senior debt and deposits rank on a par  which is also taken into consideration  the agency added ,neutral,"['Besides', 'as', 'there', 'is', 'no', 'depositor', 'preference', 'in', 'Finland', 'senior', 'debt', 'and', 'deposits', 'rank', 'on', 'a', 'par', 'which', 'is', 'also', 'taken', 'into', 'consideration', 'the', 'agency', 'added']"
The latest result included pershare charges of 5 cents for stock compensation  1 cent for research and development and 1 cent for strategic investments ,neutral,"['The', 'latest', 'result', 'included', 'pershare', 'charges', 'of', '5', 'cents', 'for', 'stock', 'compensation', '1', 'cent', 'for', 'research', 'and', 'development', 'and', '1', 'cent', 'for', 'strategic', 'investments']"
Pretax loss totalled EUR 1623 mn compared to a profit of EUR 2535 mn in 2007 ,negative,"['Pretax', 'loss', 'totalled', 'EUR', '1623', 'mn', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '2535', 'mn', 'in', '2007']"
Net sales have been eaten by the weak US dollar ,neutral,"['Net', 'sales', 'have', 'been', 'eaten', 'by', 'the', 'weak', 'US', 'dollar']"
To achieve synergy targets related to the acquisition  Vaisala is consolidating its manufacturing  depot and data services  and finance activities currently located in Uniontown  Pennsylvania  St Louis  Missouri and Durham  North Carolina ,neutral,"['To', 'achieve', 'synergy', 'targets', 'related', 'to', 'the', 'acquisition', 'Vaisala', 'is', 'consolidating', 'its', 'manufacturing', 'depot', 'and', 'data', 'services', 'and', 'finance', 'activities', 'currently', 'located', 'in', 'Uniontown', 'Pennsylvania', 'St', 'Louis', 'Missouri', 'and', 'Durham', 'North', 'Carolina']"
Earnings per share for JanuaryJune 2010 were EUR0 30  an increase of 20  yearonyear EUR0 25 ,positive,"['Earnings', 'per', 'share', 'for', 'JanuaryJune', '2010', 'were', 'EUR0', '30', 'an', 'increase', 'of', '20', 'yearonyear', 'EUR0', '25']"
The divestment is in line with the company s plans to focus on selected growth segments and streamline corporate structure  the company explained ,positive,"['The', 'divestment', 'is', 'in', 'line', 'with', 'the', 'company', 's', 'plans', 'to', 'focus', 'on', 'selected', 'growth', 'segments', 'and', 'streamline', 'corporate', 'structure', 'the', 'company', 'explained']"
Border Guard Service has banned the mooring of the company carshipping ferry on its test travel at the railroadcar terminal of the Russian port as the border checkpoint is not yet ready ,neutral,"['Border', 'Guard', 'Service', 'has', 'banned', 'the', 'mooring', 'of', 'the', 'company', 'carshipping', 'ferry', 'on', 'its', 'test', 'travel', 'at', 'the', 'railroadcar', 'terminal', 'of', 'the', 'Russian', 'port', 'as', 'the', 'border', 'checkpoint', 'is', 'not', 'yet', 'ready']"
Asian traffic declined by 34 per cent ,negative,"['Asian', 'traffic', 'declined', 'by', '34', 'per', 'cent']"
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply ,neutral,"['Neste', 'Shipping', 'is', 'the', 'most', 'likely', 'to', 'remain', 'Finnish', 'as', 'the', 'oil', 'sector', 'and', 'its', 'transports', 'are', 'significant', 'for', 'emergency', 'supply']"
Diluted earnings per share  EPS  declined to EUR 078 from EUR 176 ,neutral,"['Diluted', 'earnings', 'per', 'share', 'EPS', 'declined', 'to', 'EUR', '078', 'from', 'EUR', '176']"
REFILEAviva Investors to move 34 bln euros in assets from AXA fund arm,negative,"['REFILEAviva', 'Investors', 'to', 'move', '34', 'bln', 'euros', 'in', 'assets', 'from', 'AXA', 'fund', 'arm']"
The purchase price will be paid in cash upon the closure of the transaction  scheduled for April 1  2009 ,neutral,"['The', 'purchase', 'price', 'will', 'be', 'paid', 'in', 'cash', 'upon', 'the', 'closure', 'of', 'the', 'transaction', 'scheduled', 'for', 'April', '1', '2009']"
 The Group  s sales during the period were EUR 316 million EUR 366 million  162007 and profit before taxes was EUR 02 13 million ,neutral,"['The', 'Group', 's', 'sales', 'during', 'the', 'period', 'were', 'EUR', '316', 'million', 'EUR', '366', 'million', '162007', 'and', 'profit', 'before', 'taxes', 'was', 'EUR', '02', '13', 'million']"
Advertising and circulation revenues grew by 34  and by 04   respectively ,positive,"['Advertising', 'and', 'circulation', 'revenues', 'grew', 'by', '34', 'and', 'by', '04', 'respectively']"
Tesco share price steady as analysts weigh in on results,neutral,"['Tesco', 'share', 'price', 'steady', 'as', 'analysts', 'weigh', 'in', 'on', 'results']"
Finnish metal products company Componenta Oyj net profit went slightly down to 251 mln euro   402 mln  for the first half of 2008 from 254 mln euro   407 mln  for the same period of 2007 ,negative,"['Finnish', 'metal', 'products', 'company', 'Componenta', 'Oyj', 'net', 'profit', 'went', 'slightly', 'down', 'to', '251', 'mln', 'euro', '402', 'mln', 'for', 'the', 'first', 'half', 'of', '2008', 'from', '254', 'mln', 'euro', '407', 'mln', 'for', 'the', 'same', 'period', 'of', '2007']"
YIT Construction and the town of Riihimki have signed a lease contract whereby the town will occupy the Travel Centre office facilities ,positive,"['YIT', 'Construction', 'and', 'the', 'town', 'of', 'Riihimki', 'have', 'signed', 'a', 'lease', 'contract', 'whereby', 'the', 'town', 'will', 'occupy', 'the', 'Travel', 'Centre', 'office', 'facilities']"
ALERT New RSI signal created on COST  Buy at 14878  Time 1419  Strength 10 Powered by httpstcoMhOBzU3Rmx,positive,"['ALERT', 'New', 'RSI', 'signal', 'created', 'on', 'COST', 'Buy', 'at', '14878', 'Time', '1419', 'Strength', '10', 'Powered', 'by', 'httpstcoMhOBzU3Rmx']"
The EUR 07 million nonrecurring expenses have been recorded for the third quarter ,neutral,"['The', 'EUR', '07', 'million', 'nonrecurring', 'expenses', 'have', 'been', 'recorded', 'for', 'the', 'third', 'quarter']"
Sales in local currencies decreased by 05 percent while the number of subscribers rose by 127 million to a total of 1476 million at the end of fourth quarter  the company said ,neutral,"['Sales', 'in', 'local', 'currencies', 'decreased', 'by', '05', 'percent', 'while', 'the', 'number', 'of', 'subscribers', 'rose', 'by', '127', 'million', 'to', 'a', 'total', 'of', '1476', 'million', 'at', 'the', 'end', 'of', 'fourth', 'quarter', 'the', 'company', 'said']"
Operating loss amounted to EUR 09 mn in the first half of 2006 compared to a profit of EUR 05 mn in the first half of 2005 ,neutral,"['Operating', 'loss', 'amounted', 'to', 'EUR', '09', 'mn', 'in', 'the', 'first', 'half', 'of', '2006', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '05', 'mn', 'in', 'the', 'first', 'half', 'of', '2005']"
The relocation of Ragot has already started and will be completed in the next few weeks  with the Waterqueen and Tortue moves planned for mid2008 and VMC Europe during the third quarter of 2008 ,neutral,"['The', 'relocation', 'of', 'Ragot', 'has', 'already', 'started', 'and', 'will', 'be', 'completed', 'in', 'the', 'next', 'few', 'weeks', 'with', 'the', 'Waterqueen', 'and', 'Tortue', 'moves', 'planned', 'for', 'mid2008', 'and', 'VMC', 'Europe', 'during', 'the', 'third', 'quarter', 'of', '2008']"
The company plans to close two of the three lines at the plant  where some 450 jobs are under threat ,neutral,"['The', 'company', 'plans', 'to', 'close', 'two', 'of', 'the', 'three', 'lines', 'at', 'the', 'plant', 'where', 'some', '450', 'jobs', 'are', 'under', 'threat']"
A worm set to activate Friday will corrupt documents using the most common file types  including  ,neutral,"['A', 'worm', 'set', 'to', 'activate', 'Friday', 'will', 'corrupt', 'documents', 'using', 'the', 'most', 'common', 'file', 'types', 'including']"
CompaniesLSE adds exSEC head Schapiro to board,neutral,"['CompaniesLSE', 'adds', 'exSEC', 'head', 'Schapiro', 'to', 'board']"
Panostaja did not disclose the purchase price ,neutral,"['Panostaja', 'did', 'not', 'disclose', 'the', 'purchase', 'price']"
The Group  with net sales of EUR 235 million in 2009  employs more than 2 000 people in 33 countries ,neutral,"['The', 'Group', 'with', 'net', 'sales', 'of', 'EUR', '235', 'million', 'in', '2009', 'employs', 'more', 'than', '2', '000', 'people', 'in', '33', 'countries']"
The first stage of the contract covers 133 stores and 600 cash registers ,neutral,"['The', 'first', 'stage', 'of', 'the', 'contract', 'covers', '133', 'stores', 'and', '600', 'cash', 'registers']"
4 beatendown Internet companies that may be ripe for a takeover target Twitter TWTR  LinkedIn LNKD  Yahoo YHOO  Groupon GRPN,positive,"['4', 'beatendown', 'Internet', 'companies', 'that', 'may', 'be', 'ripe', 'for', 'a', 'takeover', 'target', 'Twitter', 'TWTR', 'LinkedIn', 'LNKD', 'Yahoo', 'YHOO', 'Groupon', 'GRPN']"
Shares of Nokia Corp rose Thursday after the cell phone maker said its thirdquarter earnings almost doubled and its share of the global handset market increased ,positive,"['Shares', 'of', 'Nokia', 'Corp', 'rose', 'Thursday', 'after', 'the', 'cell', 'phone', 'maker', 'said', 'its', 'thirdquarter', 'earnings', 'almost', 'doubled', 'and', 'its', 'share', 'of', 'the', 'global', 'handset', 'market', 'increased']"
