Sentence,Sentiment
FAST GWW daily sale slowing pretty timely coincident indicator httpstcom6BKHBkzK5,negative
result Russia import restriction Finnish dairy company canceled 6 August 2010,positive
Analysts surveyed Thomson Financial expected revenue 69 million quarter,neutral
20 October 2010 Finnish environmental management company Lassila Tikanoja Oyj HEL LAT1V LT said Monday expects operating profit excluding nonrecurring item whole 2010 slightly lower 2009,neutral
total number share company 585236987 Innofactor group Innofactor offer customer comprehensive solution Microsoft environment,neutral
new unit major investment Finnish medium scene,neutral
Yahoo stock 3646 bidding war pick company httpstcoJDNZXDCMkl YHOO httpstcoHmOegfHgvn,positive
know exists Artemyev said,neutral
Long ENDP 2623 AGN bo rumor,positive
Kesko pursues strategy healthy focused growth concentrating sale service consumercustomers,positive
Timberrrr TSLA httpstcoMRBgfDHHVa,negative
Return capital employed rose 48 percentage point 196,positive
periodend cash cash equivalent totaled EUR6 5 compared EUR10 5 previous year,negative
80 special event three county four month hosted library system nine branch library,neutral
EPS grew 004 eur 002 eur,positive
Net cash flow operation expected remain positive,positive
ADP News Nov 28 2008 Finnish powersupply solution provider Efore Oyj OMX EFO1V announced today launch OPUS DC latest power system OPUS product line,positive
AXP Looking continuation volume increase httpstkscoc8sR,positive
Uponor improved performance spite decrease residential construction US,positive
include software development internet mobile telephone content communication valueadded software financial service security application system integration electronics,neutral
SPY extreme win today 2 cent 2009 low 10year SPY 2 percent life bowl cherry great short setting,negative
Nokia share hit 1321 euro Friday 50 percent start year part slow introduction touchscreen model,neutral
focus improving profitability next year streamlining operation,positive
time delighted fact able accomplish organization team member,positive
server responsible managing device user account desktop client application enables remote access mobile phone,neutral
Earnings per share EPS EUR0 03 loss EUR0 083,positive
company transportation business conducted Florida Rock Tank Lines Southeastern transportation company concentrating hauling motor carrier liquid dry bulk commodity,neutral
iPad application join iPhone app part Monster range mobile application job hunting,neutral
Currently 100 Global Fortune 500 company using SSH security solution,neutral
10 February 2011 Finnish medium company Sanoma Oyj HEL SAA1V said yesterday 2010 net profit almost tripled EUR297 3 EUR107 1 2009 announced proposal raised payout,positive
Aberdeen post H1 outflow say condition remain challenging,negative
AAPL downgrade bias stock buy,positive
DNKN KKD DPZ LOCO Inside week buy trigger httpstkscoh0vV8 httpstkscor0ebN,positive
Operating profit excluding nonrecurring item totalled EUR 22 mn EUR 27 mn corresponding period 2008,negative
UGAZ cold put dent massive horizontal rig production know httpstkscop1V6P,negative
amrn Full bull call spread ranging July Jan 15 Lets see baby,positive
AAPL AAPL finally breaking 49 buyback week look AAPL test 120 support area,negative
recent interview Financial Times FT Sampo board chairman Bjorn Wahlroos said PC certainly sale price set SEK 85 billion confirming earlier statement,neutral
Technopolis approximately 130 customer company Jyvaskyla,neutral
CRH add CR Laurence acquisition tally 13bn,positive
Nordea coordinate syndicated loan,neutral
Operating profit totaled EUR 55 mn EUR 07 mn,positive
value contract EUR 25mn,neutral
real estate company posted net loss x201a 593 million x201a 021 per share compared net profit x201a 31 million x201a 011 per share corresponding quarter 2007,neutral
BBCN Bancorp buy Wilshire Bancorp 1 bln deal,positive
Cramo slipped pretax loss EUR 67 million pretax profit EUR 589 million,neutral
Stora Enso R share rose 120 pct 1184 eur UPMKymmene also dragged higher rising 168 pct 1756 eur MReal B added 238 pct 430 eur,positive
Finnish lifting equipment maker Kone Oyj said October 4 2007 order worth 15 mln euro 212 mln deliver total 53 custom designed elevator Norwegian shipbuilder Aker Yards ASA,positive
ADP News Feb 12 2009 Finnish construction company Lemminkainen Oyj HEL LEM1S said today net profit decreased EUR 635 million USD 811 2008 EUR 806 million 2007,neutral
Swedbank Hypotek issue benchmark fixed rate covered deal Euros maturing January 2010,neutral
report emailed within 2 business day order,neutral
UPM said move lower net profit x20ac 385 million US 520 million second quarter mainly due impairment charge,neutral
Finnish meat company Atria longer promise sufficient amount domestic beef customer,negative
Metso said order worth around 40 mln eur supply kraftliner board machine China Lee Man Paper Co,positive
ADP News Feb 11 2009 Finnish management software solution provider Ixonos Oyj HEL XNS1V said today net profit rose EUR 35 million USD 45 2008 EUR 31 million 2007,positive
BULLYA pollux654321 50 KORS 80 Calls going b Blessing Daughters tuition,positive
Tekla Structures product box needed made recycled material,neutral
company report loss period EUR 04 mn compared loss EUR 19 mn corresponding period 2005,positive
Elsewhere tendency towards developed packaging,neutral
According Seikku retail sector Finland controlled 34 large actor food manufacturer still relatively small,neutral
Tesco Abandons VideoStreaming Ambitions Blinkbox Sale,negative
Royal Mail share price edge lower group raise stamp price,negative
However broker rating stock differ,neutral
Group EBIT first half EUR13 6 US 178 falling short EUR22 5 posted period 2009,negative
company anticipates turnover whole 2010 surpass previous year EUR 671 million,positive
Finnish financial software solution developer BasWare Oyj said net profit fell 884000 euro 12 mln first quarter 2007 20 mln euro 27 mln year earlier,negative
StoneGate product family designed provide full benefit unified management system including shared logging reporting auditing,neutral
Cash flow operation totalled EUR 271 mn compared negative EUR 083 mn corresponding period 2008,positive
TeliaSonera said 100 million invested next year region bring mobile coverage 90 Nepal population,positive
see slide show newest product release Fiskars,neutral
However increase signaling traffic waste network resource allows fewer smartphones connect,negative
order also include highpower drive control seismic compressor,neutral
succeed Krister Kylas decided leave TeliaSonera,neutral
Payment acquired share made cash price per share EUR 1 plus administration fee,neutral
Approximately SEK 166 million repayment demanded overcharging Stockholm area remaining SEK 87 million taken Western coast inspectorate said,neutral
transaction Tikkurila powder coating related operation,neutral
business area net sale slightly 2m 2006,neutral
repayment EUR 105 million debenture bond related Company previous announcement October 21 2009 collect irrevocable selling commitment holder subordinated debenture bond,neutral
Loss financial item totalled EUR 97 mn compared profit EUR 13 mn corresponding period 2008,negative
Tecnotree convergent charging solution includes functionality prepaid postpaid billing charging rating voice call video call raw data traffic mobile fixed network,neutral
ADPnews Jul 17 2009 Finlandbased steel maker Rautaruukki Oyj Ruukki HEL RTRKS said today slipped net loss EUR 184 million USD 2597 first half 2009 net profit EUR 2,neutral
group expand chain include 45 store,positive
Sales Tiimari business went 8 EUR 118 million Gallerix store saw 29 growth EUR 2 million,neutral
Supported Nokia phone include N96 N958GB N95 N93N931 N92 N85 N82 N81 N80 N79 N78 N77 N76 N75 N73 N72 N71 E90 E71 E70 E66 E65 E62 E61E61i E60 E51 E50 Touch Xpress 5800 6220 Classic 6210 Navigator 6120 Classic 6110 Navigator 5700 5500 5320XM,neutral
first group customer trained paintshop owner assistant,neutral
Arvo Vuorenmaa Loviisa plant general manager said application new licence standard procedure quite confident approval granted,positive
layoff affect 240 people total 320 Okmetic employee Finland,neutral
Finnish Mreal Kyro mill starting negotiation cut staff,negative
According Swedish authority trace toxic osmium tetroxide found coast Permeri Northernmost part Gulf Bothnia,neutral
Among industrial stock Metso added 053 pct 4004 eur Wartsila B 077 pct 4787 eur Rautaruukki K 108 pct lower 3756 eur,neutral
Terms disclosed,neutral
expanded agreement cover sale marketing distribution Benefon navigation locator device China,neutral
Raute reported loss per share EUR0 86 first half 2009 EPS EUR0 74 corresponding period 2008,negative
