Sentence,Sentiment
in Q1 2010 18 May 2010  Finnish electrical components maker Salcomp Oy  HEL  SAL1V  said today it turned to a net profit of EUR1 6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year ,positive
The second variant offers complete final finishing of any selected apartment with foreign high quality materials  Finland  Denmark  Germany  France  ,neutral
Net profit in the same period in 2006 was   x20ac  172 million ,neutral
Breaking 52 week highs timing looks great now AHS BABY POST IGE IRDM EWBC PHYS ULTA VNET BIV httpstco11K8JzuzMU,positive
The repurchases shall decrease the distributable capital and reserves ,neutral
STX move off the bottom but still in bear market datasecurity EMC SNDK WDC httpstcoVkYdWPxeSN,negative
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 ,neutral
The new shares entitle their holders to dividends for fiscal 2006 ,neutral
EBITDA for the year 2009 improved to EUR484m  as compared with EUR472m in 2008 ,positive
Finnish Talentum reports its operating profit increased to EUR 205 mn in 2005 from EUR 93 mn in 2004  and net sales totaled EUR 1033 mn  up from EUR 964 mn ,positive
Both operating profit and turnover for the threemonth period increased  respectively from EUR0 9 m and EUR8 3 m  as compared to the corresponding period in 2005 ,positive
The bridge will be 12 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 ,neutral
Finnish electronics manufacturer PKC Group Oyj  OMX Helsinki  PKC1V  said on Wednesday  31 December  that it has completed the acquisition of MAN Nutzfahrzeuge AG s cable harness business from MAN Star Trucks  Buses Spolka zoo in Poland ,positive
Veidekke  headquartered in Oslo  Norway  is a Scandinavian construction and property development group with some 6350 employees in Norway  Sweden and Denmark  with an annual turnover of NOK16 4 bn ,neutral
To our members and partners  the use of IT will mostly be apparent in the increased efficiency of the results service   observes Perttu Puro from Tradeka ,positive
Protalix is developing genetically engineered proteins from plant cells ,neutral
Decisions are to be made as quickly as possible ,neutral
CAT is hangin on my a thread 1click away from a cliff drop Needs follow through or snapback on the VIX,negative
The incident happened at 230 pm on Avenue 192 at Road 196 ,neutral
Verizon and ATT accused of hurting rivals,negative
 The CHF is a great product ,positive
At 1411 CET  ArcelorMittal had lost 726  to EUR 1738 on Euronext Paris  coming at the lead of the bluechip fallers ,neutral
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time ,neutral
Loaded up on bsx yesterdaylooking good now Still think way more upside than downside,positive
The Lemminkainen Group  headquartered in Helsinki  Finland  operates in all sectors of the construction industry  civil engineering  building contracting  technical building services and the building materials industry ,neutral
The power supplies  DC power systems and inverters designed and manufactured by Efore  and systems incorporating them are used in many different applications ,neutral
Pertti Ervi is independent from the Company and its major shareholders ,neutral
In parallel  TeliaSonera has decided to conduct a compulsory acquisition ,neutral
 We cut our frequency to New York last year  which explains the fall   he said ,neutral
Mr Ashley  deputy executive chairman of Sports Direct  sold a 43pc stake in the company for more than pounds 900m at the time of the float ,neutral
Exel Composites  longterm growth prospects remain favourable  however ,positive
By combining its existing solutions into a single platform  Comptel said that it has reduced the cost of deployment ,positive
Shell share price Standard Life announce position against BG acquisition,negative
SABs Chairman Digs In With Board Divided on InBev Offer,neutral
The company said that sales in the three months to the end of March slid to EUR86 4 m US 1134 m from EUR91 2 m last year ,negative
TROW Ascending triangle gives a bullish bias to this chart Breakout above 84 will be positive httpstkscog0ls5,positive
The total scope of the project is about 38000 square metres and it is valued at a total of around EUR75m ,neutral
Net interest income increased by 45  to EUR 314 mn from EUR 300 mn in 2004 ,positive
In addition  the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections ,neutral
HELSINKI AFX  KCI Konecranes said it has raised its stake in MMH Holdings Inc  the owner of USbased Morris Materials Handling  to 909 pct from 745 pct ,positive
A CUT ABOVE Bring the outdoors in with these birchbranch coasters ,neutral
Consolidated operating profit from continuing operations decreased by 623  to EUR 512 mn from EUR 1357 mn in 2007 ,neutral
The contract value amounts to EUR 24 million ,neutral
Net sales of Finnish food industry company Lnnen Tehtaat s continuing operations increased by 13  in 2008 to EUR 3491 mn from EUR 3096 mn in 2007 ,positive
The acquisition of Kaupthing Sverige will bring a significant positive nonrecurring addition to the group s performance ,positive
 ADP News   Nov 5  2008  Finnish electronic measurement products and solutions maker Vaisala Oyj  OMX  VAIAS  said today that its net profit rose to EUR 18 million  USD 231 m  for the first nine months of 2008 from EUR 1,positive
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu ,neutral
Selfservice and automation are in a bigger role now and Fujitsu s global resources will be exploited effectively ,positive
 The Group  s profit before taxes was EUR 02 78 million ,neutral
The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs  the company said ,neutral
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsfrbindelsen bridge in Gothenburg in Sweden ,positive
The fair value of CapMan Plc s own investments on 30 September 2008 amounted to MEUR 598 ,neutral
UPDATE Barclays Expects Gain After Settling With Lehman Bros Trustee,positive
ST PETERSBURG  Oct 14  PRIMETASS   Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia s Leningrad Region in 2011  the company s President Kim Gran told reporters Thursday ,positive
Nokia also noted the average selling price of handsets declined during the period  though its mobile phone profit margin rose to more than 22 percent from 13 percent in the yearago quarter ,positive
WPP Worlds Largest Ad Agency Reports Strong 2015 Growth,positive
In Q1 of 2009  the company s operating loss totalled EUR 03 mn  compared to a profit of EUR 36 mn in Q1 of 2008 ,neutral
Finnish lifting equipment maker Konecranes HEL  KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80  and bought German sector player Knight Europe ,positive
Cash flow after investments amounted to EUR45m  down from EUR46m ,neutral
