Sentence,Sentiment,Tokens
Aldata Solution Oyj Stock Exchange Release 11 August 2006 1100 ALDATA SHARES SUBSCRIBED 2003 STOCK OPTIONS total 95000 new share Aldata Solution Oyj subscribed company 2003A stock option,neutral,"['Aldata', 'Solution', 'Oyj', 'Stock', 'Exchange', 'Release', '11', 'August', '2006', '1100', 'ALDATA', 'SHARES', 'SUBSCRIBED', '2003', 'STOCK', 'OPTIONS', 'total', '95000', 'new', 'share', 'Aldata', 'Solution', 'Oyj', 'subscribed', 'company', '2003A', 'stock', 'option']"
Insolvency Act regulates amount debt borrower permitted write,neutral,"['Insolvency', 'Act', 'regulates', 'amount', 'debt', 'borrower', 'permitted', 'write']"
investment worth approximately EUR 100mn,neutral,"['investment', 'worth', 'approximately', 'EUR', '100mn']"
company presently examining whether project would financially feasible,neutral,"['company', 'presently', 'examining', 'whether', 'project', 'would', 'financially', 'feasible']"
Also Lemminkinen profit accounting period went EUR 31 mn EUR 245 mn year ago,positive,"['Also', 'Lemminkinen', 'profit', 'accounting', 'period', 'went', 'EUR', '31', 'mn', 'EUR', '245', 'mn', 'year', 'ago']"
start negotiation relating Glaston efficiency program announced October,neutral,"['start', 'negotiation', 'relating', 'Glaston', 'efficiency', 'program', 'announced', 'October']"
continued operation mean structure restructuring Aspocomp group including Aspocomp Oulu headquarter operation,neutral,"['continued', 'operation', 'mean', 'structure', 'restructuring', 'Aspocomp', 'group', 'including', 'Aspocomp', 'Oulu', 'headquarter', 'operation']"
Earnings per share EPS amounted loss EUR0 05,negative,"['Earnings', 'per', 'share', 'EPS', 'amounted', 'loss', 'EUR0', '05']"
reason behind estimate include rise 2008 rent level several fullyleased office retail property completed added company investment property portfolio,neutral,"['reason', 'behind', 'estimate', 'include', 'rise', '2008', 'rent', 'level', 'several', 'fullyleased', 'office', 'retail', 'property', 'completed', 'added', 'company', 'investment', 'property', 'portfolio']"
share carry right dividend shareholder right registration Finnish Trade Register,neutral,"['share', 'carry', 'right', 'dividend', 'shareholder', 'right', 'registration', 'Finnish', 'Trade', 'Register']"
NFLX say time short point,negative,"['NFLX', 'say', 'time', 'short', 'point']"
2nd raise year BVHealthcare QCOR Questcor Increases Quarterly Cash Dividend 20 Percent httpstkscogoan,positive,"['2nd', 'raise', 'year', 'BVHealthcare', 'QCOR', 'Questcor', 'Increases', 'Quarterly', 'Cash', 'Dividend', '20', 'Percent', 'httpstkscogoan']"
Aviva shuts Friends Life head office rapid integration move,neutral,"['Aviva', 'shuts', 'Friends', 'Life', 'head', 'office', 'rapid', 'integration', 'move']"
move triggered weak demand forestry equipment uncertain market situation,neutral,"['move', 'triggered', 'weak', 'demand', 'forestry', 'equipment', 'uncertain', 'market', 'situation']"
However order received period review fell 17 quarteronquarter EUR 213 million recorded second quarter 2010,neutral,"['However', 'order', 'received', 'period', 'review', 'fell', '17', 'quarteronquarter', 'EUR', '213', 'million', 'recorded', 'second', 'quarter', '2010']"
Division also includes joint sale marketing controlling function unit,neutral,"['Division', 'also', 'includes', 'joint', 'sale', 'marketing', 'controlling', 'function', 'unit']"
Outotec delivery cover engineering supply construction circulating fluid bed calcination plant capacity 1600 ton alumina per day,neutral,"['Outotec', 'delivery', 'cover', 'engineering', 'supply', 'construction', 'circulating', 'fluid', 'bed', 'calcination', 'plant', 'capacity', '1600', 'ton', 'alumina', 'per', 'day']"
result company temporarily layoff 25 whole personnel approximately 270 person Kirkkonummi Nivala factory,neutral,"['result', 'company', 'temporarily', 'layoff', '25', 'whole', 'personnel', 'approximately', '270', 'person', 'Kirkkonummi', 'Nivala', 'factory']"
Result tax decreased nearly EUR 145 mn compared nearly EUR 20mn previous accounting period,negative,"['Result', 'tax', 'decreased', 'nearly', 'EUR', '145', 'mn', 'compared', 'nearly', 'EUR', '20mn', 'previous', 'accounting', 'period']"
majority company personnel Finland temporarily laid one six week period February June 2009 period,negative,"['majority', 'company', 'personnel', 'Finland', 'temporarily', 'laid', 'one', 'six', 'week', 'period', 'February', 'June', '2009', 'period']"
company reported today operating loss EUR0 1 net sale EUR4 5 first quarter 2008,negative,"['company', 'reported', 'today', 'operating', 'loss', 'EUR0', '1', 'net', 'sale', 'EUR4', '5', 'first', 'quarter', '2008']"
GyPSii mobile social networking application available China Chinese English language support,neutral,"['GyPSii', 'mobile', 'social', 'networking', 'application', 'available', 'China', 'Chinese', 'English', 'language', 'support']"
QPR ProcessGuide available system solution centralized storage management process content well standalone desktop version QPR ProcessGuide Xpress,neutral,"['QPR', 'ProcessGuide', 'available', 'system', 'solution', 'centralized', 'storage', 'management', 'process', 'content', 'well', 'standalone', 'desktop', 'version', 'QPR', 'ProcessGuide', 'Xpress']"
X mark recall Tesla recall ModelX faulty 3rd row seat httpstcoHSqdoVry07 TSLA httpstco4Cs3CNZEBB,negative,"['X', 'mark', 'recall', 'Tesla', 'recall', 'ModelX', 'faulty', '3rd', 'row', 'seat', 'httpstcoHSqdoVry07', 'TSLA', 'httpstco4Cs3CNZEBB']"
2001 agreement expired earlier month,neutral,"['2001', 'agreement', 'expired', 'earlier', 'month']"
loading SPY AAPL put think toppy IMHO,negative,"['loading', 'SPY', 'AAPL', 'put', 'think', 'toppy', 'IMHO']"
far Mr Galvan able avoid laying worker,positive,"['far', 'Mr', 'Galvan', 'able', 'avoid', 'laying', 'worker']"
measure result statutory joint negotiation employee started February concerned operation country,neutral,"['measure', 'result', 'statutory', 'joint', 'negotiation', 'employee', 'started', 'February', 'concerned', 'operation', 'country']"
negotiation started Neste Oil anticipated 450 people would affected,neutral,"['negotiation', 'started', 'Neste', 'Oil', 'anticipated', '450', 'people', 'would', 'affected']"
According Arokarhu purchase scanned cash register computer disappeared total sum key pressed,neutral,"['According', 'Arokarhu', 'purchase', 'scanned', 'cash', 'register', 'computer', 'disappeared', 'total', 'sum', 'key', 'pressed']"
AAPL double bottom could keep mind,positive,"['AAPL', 'double', 'bottom', 'could', 'keep', 'mind']"
FSecure Internet Security 2010 security service surfing web online banking shopping email online activity,neutral,"['FSecure', 'Internet', 'Security', '2010', 'security', 'service', 'surfing', 'web', 'online', 'banking', 'shopping', 'email', 'online', 'activity']"
Orion Pharma operating profit increased 425 2004,positive,"['Orion', 'Pharma', 'operating', 'profit', 'increased', '425', '2004']"
change take effect 1 January 2010 estimated impact number employee,neutral,"['change', 'take', 'effect', '1', 'January', '2010', 'estimated', 'impact', 'number', 'employee']"
recruitment related relocation Stora Enso research operation Karlstad central Sweden,neutral,"['recruitment', 'related', 'relocation', 'Stora', 'Enso', 'research', 'operation', 'Karlstad', 'central', 'Sweden']"
Operating loss totaled EUR 25mn compared profit EUR 63mn corresponding period 2005,neutral,"['Operating', 'loss', 'totaled', 'EUR', '25mn', 'compared', 'profit', 'EUR', '63mn', 'corresponding', 'period', '2005']"
Profitability EBIT 136 compared 143 Q2 2009,neutral,"['Profitability', 'EBIT', '136', 'compared', '143', 'Q2', '2009']"
new representation extends Comptel global presence total 18 country serving 250 customer 80 country worldwide,positive,"['new', 'representation', 'extends', 'Comptel', 'global', 'presence', 'total', '18', 'country', 'serving', '250', 'customer', '80', 'country', 'worldwide']"
Elisa Corporation disclose financial statement 2006 Thursday 8 February 2007,neutral,"['Elisa', 'Corporation', 'disclose', 'financial', 'statement', '2006', 'Thursday', '8', 'February', '2007']"
company make garden tool scissors consumer good said earnings boosted 69 mln eur income received 167 pct shareholding Finnish engineering group Wartsila,positive,"['company', 'make', 'garden', 'tool', 'scissors', 'consumer', 'good', 'said', 'earnings', 'boosted', '69', 'mln', 'eur', 'income', 'received', '167', 'pct', 'shareholding', 'Finnish', 'engineering', 'group', 'Wartsila']"
delivery scheduled summer autumn 2008,neutral,"['delivery', 'scheduled', 'summer', 'autumn', '2008']"
Lule municipality awarded YIT 2year contract property management one third municipality property total area 140000 sq metre,positive,"['Lule', 'municipality', 'awarded', 'YIT', '2year', 'contract', 'property', 'management', 'one', 'third', 'municipality', 'property', 'total', 'area', '140000', 'sq', 'metre']"
GSK Novartis complete deal reshape drugmakers,positive,"['GSK', 'Novartis', 'complete', 'deal', 'reshape', 'drugmakers']"
expected online 2011,neutral,"['expected', 'online', '2011']"
Legal General arm buy 50 pct stake MediaCityUK Manchester,positive,"['Legal', 'General', 'arm', 'buy', '50', 'pct', 'stake', 'MediaCityUK', 'Manchester']"
Quality charger CHARGZ brand sold selected retail store sale location worldwide,neutral,"['Quality', 'charger', 'CHARGZ', 'brand', 'sold', 'selected', 'retail', 'store', 'sale', 'location', 'worldwide']"
Passengers rise EasyJet Aer Lingus,positive,"['Passengers', 'rise', 'EasyJet', 'Aer', 'Lingus']"
Operating profit rose EUR 47 mn EUR 46 mn,positive,"['Operating', 'profit', 'rose', 'EUR', '47', 'mn', 'EUR', '46', 'mn']"
Central Europe important market area Honka,neutral,"['Central', 'Europe', 'important', 'market', 'area', 'Honka']"
total 78 million invested project,neutral,"['total', '78', 'million', 'invested', 'project']"
Motorola accounted 115 percent South Korean handset market end April Samsung held 55 percent LG Electronics 19 percent according Koreabased ATLAS Research Group,neutral,"['Motorola', 'accounted', '115', 'percent', 'South', 'Korean', 'handset', 'market', 'end', 'April', 'Samsung', 'held', '55', 'percent', 'LG', 'Electronics', '19', 'percent', 'according', 'Koreabased', 'ATLAS', 'Research', 'Group']"
IFF technical alert Stochastic Sell Signal 200 DMA Support 50 DMA Support httpstkscop12QY,negative,"['IFF', 'technical', 'alert', 'Stochastic', 'Sell', 'Signal', '200', 'DMA', 'Support', '50', 'DMA', 'Support', 'httpstkscop12QY']"
basis competitive bidding OOO Kitai Stroi Russian subsidiary China State Construction Engineering Corporation construction company owned China State selected main constructor,neutral,"['basis', 'competitive', 'bidding', 'OOO', 'Kitai', 'Stroi', 'Russian', 'subsidiary', 'China', 'State', 'Construction', 'Engineering', 'Corporation', 'construction', 'company', 'owned', 'China', 'State', 'selected', 'main', 'constructor']"
British American Tobacco drop sue PwC pollution scandal,negative,"['British', 'American', 'Tobacco', 'drop', 'sue', 'PwC', 'pollution', 'scandal']"
group posted net sale 353 mln euro 465 mln operating profit 760000 euro 10 mln 2005,neutral,"['group', 'posted', 'net', 'sale', '353', 'mln', 'euro', '465', 'mln', 'operating', 'profit', '760000', 'euro', '10', 'mln', '2005']"
Clothing retail chain Seppl sale increased 8 EUR 1552 mn operating profit rose EUR 311 mn EUR 171 mn 2004,positive,"['Clothing', 'retail', 'chain', 'Seppl', 'sale', 'increased', '8', 'EUR', '1552', 'mn', 'operating', 'profit', 'rose', 'EUR', '311', 'mn', 'EUR', '171', 'mn', '2004']"
facility consists seven year bullet term loan 200 mln euro 2924 mln 150 mln euro 2193 mln five year revolving credit facility,neutral,"['facility', 'consists', 'seven', 'year', 'bullet', 'term', 'loan', '200', 'mln', 'euro', '2924', 'mln', '150', 'mln', 'euro', '2193', 'mln', 'five', 'year', 'revolving', 'credit', 'facility']"
term profitability earnings 2007 best year history Chief Executive VeliMatti Mattila said,positive,"['term', 'profitability', 'earnings', '2007', 'best', 'year', 'history', 'Chief', 'Executive', 'VeliMatti', 'Mattila', 'said']"
Closing transaction took place today,neutral,"['Closing', 'transaction', 'took', 'place', 'today']"
addition 29 employee laid notice whole workforce laid short period needed,negative,"['addition', '29', 'employee', 'laid', 'notice', 'whole', 'workforce', 'laid', 'short', 'period', 'needed']"
Annual Report sent automatically shareholder holding least 2000 Sampo plc share,neutral,"['Annual', 'Report', 'sent', 'automatically', 'shareholder', 'holding', 'least', '2000', 'Sampo', 'plc', 'share']"
UPMKymmene one world leading printing paper producer production 15 country sale network covering 170 company,positive,"['UPMKymmene', 'one', 'world', 'leading', 'printing', 'paper', 'producer', 'production', '15', 'country', 'sale', 'network', 'covering', '170', 'company']"
stable outlook reflects Nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said Raab,positive,"['stable', 'outlook', 'reflects', 'Nokia', 'strong', 'market', 'position', 'global', 'mobile', 'handset', 'market', 'strong', 'cash', 'flow', 'generation', 'conservative', 'balance', 'sheet', 'said', 'Raab']"
Nokia continue invest future development Qt benefit user Commercial LGPL,positive,"['Nokia', 'continue', 'invest', 'future', 'development', 'Qt', 'benefit', 'user', 'Commercial', 'LGPL']"
HITK Resuming advance new historical high,positive,"['HITK', 'Resuming', 'advance', 'new', 'historical', 'high']"
NTC geographical presence complement Ramirent existing network brings u closer customer East Bohemia region CzechRepublic,positive,"['NTC', 'geographical', 'presence', 'complement', 'Ramirent', 'existing', 'network', 'brings', 'u', 'closer', 'customer', 'East', 'Bohemia', 'region', 'CzechRepublic']"
Metso global supplier sustainable technology service mining construction power generation automation recycling pulp paper industry,neutral,"['Metso', 'global', 'supplier', 'sustainable', 'technology', 'service', 'mining', 'construction', 'power', 'generation', 'automation', 'recycling', 'pulp', 'paper', 'industry']"
Biohit Oyj develops manufacture market liquid handling product diagnostic test system use research healthcare industrial laboratory,neutral,"['Biohit', 'Oyj', 'develops', 'manufacture', 'market', 'liquid', 'handling', 'product', 'diagnostic', 'test', 'system', 'use', 'research', 'healthcare', 'industrial', 'laboratory']"
New Chairman Board Directors Mr Chaim Katzman give presentation answer question,neutral,"['New', 'Chairman', 'Board', 'Directors', 'Mr', 'Chaim', 'Katzman', 'give', 'presentation', 'answer', 'question']"
Viking Line manages well current ferry,positive,"['Viking', 'Line', 'manages', 'well', 'current', 'ferry']"
dialing participant quote 877417 conference ID,neutral,"['dialing', 'participant', 'quote', '877417', 'conference', 'ID']"
objective St Petersburg office first boost Company maintenance business,neutral,"['objective', 'St', 'Petersburg', 'office', 'first', 'boost', 'Company', 'maintenance', 'business']"
Operating profit totaled EUR 177 mn compared EUR 176 mn corresponding period 2007,positive,"['Operating', 'profit', 'totaled', 'EUR', '177', 'mn', 'compared', 'EUR', '176', 'mn', 'corresponding', 'period', '2007']"
Net sale period expected fall well last year result nonrecurring item expected red,negative,"['Net', 'sale', 'period', 'expected', 'fall', 'well', 'last', 'year', 'result', 'nonrecurring', 'item', 'expected', 'red']"
expensive water brand Finland moment,neutral,"['expensive', 'water', 'brand', 'Finland', 'moment']"
France Tlcom spent time studying TeliaSonera potential takeover target shareholder want sell Pellissier said,neutral,"['France', 'Tlcom', 'spent', 'time', 'studying', 'TeliaSonera', 'potential', 'takeover', 'target', 'shareholder', 'want', 'sell', 'Pellissier', 'said']"
BRKB SPY time high tomorrow 150k share Dec 13 2007,positive,"['BRKB', 'SPY', 'time', 'high', 'tomorrow', '150k', 'share', 'Dec', '13', '2007']"
